date,SPX
20220815,425.115746879626
20220812,423.371112932632
20220811,416.323188294488
20220810,416.323188294488
20220809,407.758621645605
20220808,409.384303278032
20220805,409.860112536304
20220804,410.554001037949
20220803,410.831556438607
20220802,404.497345687871
20220801,407.183685458528
20220729,408.393033989967
20220728,402.524719804621
20220727,397.538635285654
20220726,387.477252011792
20220725,392.116392279937
20220722,391.640583021666
20220721,395.308279387507
20220720,391.323376849485
20220719,388.845203629322
20220718,378.61530457649
20220715,381.767540912537
20220714,374.610576652706
20220713,375.522544397726
20220712,377.505082973857
20220711,380.875398553278
20220708,385.276634192288
20220707,385.593840364468
20220706,379.903954650974
20220705,378.62521726937
20220701,377.911503381963
20220630,373.956338922583
20220629,377.019361022705
20220628,377.326654502005
20220627,385.197332649242
20220624,386.674323888459
20220623,374.759267045916
20220622,371.121308758717
20220621,371.795371874601
20220617,362.665781731521
20220616,361.889128083344
20220615,374.276169014603
20220614,369.015377925869
20220613,370.130705117289
20220610,384.738530279252
20220609,396.227387366092
20220608,405.880396155551
20220607,410.341704921232
20220606,406.442994827329
20220603,405.209225810272
20220602,411.970280023748
20220601,404.271561357308
20220531,407.568192170886
20220527,409.867937618681
20220526,400.047136242903
20220525,392.210235446553
20220524,388.775422503064
20220523,391.766078600412
20220520,384.570737692932
20220519,384.402945106612
20220518,386.771781619363
20220517,403.018052035977
20220516,394.89491682767
20220513,396.503751625913
20220512,387.245548921913
20220511,387.650225159508
20220510,393.907901614024
20220509,392.999847617469
20220506,405.998837981189
20220505,408.436765558895
20220504,423.488747566998
20220503,410.973394657965
20220502,409.098065752037
20220429,406.650268022195
20220428,422.25497854994
20220427,411.85183819811
20220426,410.697030398144
20220425,422.945889199492
20220422,420.507961621786
20220421,432.371884489813
20220420,438.935535660559
20220419,439.261250681062
20220418,432.283053120584
20220414,432.105390382128
20220413,437.553714361455
20220412,432.598897988951
20220411,434.207732787194
20220408,441.758399171587
20220407,442.942817427962
20220406,440.722033197259
20220405,445.173471810803
20220404,450.868549593541
20220401,447.038930564594
20220331,445.775551091127
20220330,452.743878499468
20220329,455.55687185836
20220328,449.990106053396
20220325,446.811917065455
20220324,444.640483595434
20220323,438.037351816141
20220322,443.752169903152
20220321,438.619690792192
20220318,438.748002769966
20220317,434.009091282676
20220316,428.646338097262
20220315,419.347619271177
20220314,410.324418039939
20220311,413.345271669154
20220310,418.668665198161
20220309,420.567768619785
20220308,409.586424482313
20220307,412.715517166647
20220304,425.251567732183
20220303,428.734897324177
20220302,430.879998598343
20220301,423.096626543916
20220228,429.640169421531
20220225,430.742239800919
20220224,421.443520974834
20220223,415.195175520269
20220222,422.693190065747
20220218,427.278590037129
20220217,430.063285727903
20220216,439.450563780903
20220215,438.95856807582
20220214,431.991908891832
20220211,433.408856522474
20220210,442.12702041656
20220209,450.215429808138
20220208,443.721086501031
20220207,440.099998111614
20220204,441.516945742256
20220203,439.450563780903
20220202,450.028471440206
20220201,445.698909235468
20220131,442.707575348559
20220128,434.875003723624
20220127,424.336455720727
20220126,426.442197338486
20220125,427.514747975569
20220124,432.79878184817
20220121,430.968557825258
20220120,439.598162492429
20220119,444.518119543267
20220118,449.182238827462
20220114,457.280488133143
20220113,457.093529765211
20220112,463.479634017199
20220111,462.229964926286
20220110,458.057841347175
20220107,458.628556365072
20220106,460.448940473883
20220105,460.881896694356
20220104,469.905097925594
20220103,470.062536551221
20211231,467.35656017326
20211230,468.537349865461
20211229,469.836218526883
20211228,469.23598376668
20211227,469.619740416646
20211223,463.066357624929
20211222,460.202942621341
20211221,455.647062392264
20211220,447.696411798109
20211217,452.508129793829
20211216,457.358230225134
20211215,461.427340859573
20211214,454.328458692503
20211213,457.475891255527
20211210,461.564612061699
20211209,457.260179366473
20211208,460.368391586032
20211207,459.152560938634
20211206,449.847534451686
20211203,444.58220334158
20211202,448.484627516296
20211201,441.719118268674
20211130,446.68049171693
20211129,455.544289339902
20211126,450.024025997277
20211124,460.289950899103
20211123,459.064315165839
20211122,458.456399842139
20211119,459.750671176467
20211118,460.574298389221
20211117,459.015289736508
20211116,460.133069525246
20211115,458.319128640014
20211112,458.162247266156
20211111,454.730467213014
20211110,454.583390925022
20211109,458.270103210683
20211108,459.789891519931
20211105,459.397688085287
20211104,457.809264174975
20211103,455.661950370295
20211102,452.896916156049
20211101,451.073170184951
20211029,450.298568401528
20211028,449.386695415979
20211027,445.092067806619
20211026,447.072695151575
20211025,446.670686631064
20211022,444.288050765597
20211021,444.748889801304
20211020,443.591889669102
20211019,441.856389470799
20211018,438.473634846988
20211015,437.17936351266
20211014,433.875049575778
20211013,426.697726721779
20211012,425.168133326664
20211011,426.217277514339
20211008,429.325489733899
20211007,430.109896603188
20211006,426.423184317527
20211005,424.658268861626
20211004,420.285200565337
20211001,425.776048650364
20210930,420.775454858643
20210929,425.981955453552
20210928,425.266184185325
20210927,434.012320777904
20210924,435.257566682901
20210923,434.541795414674
20210922,429.325489733899
20210921,425.17793841253
20210920,425.579946933041
20210917,432.796490130505
20210916,437.04001408668
20210915,437.733930069419
20210914,434.107974722993
20210913,436.463379678488
20210910,435.349204720287
20210909,438.809011169438
20210908,440.695289826743
20210907,441.232830376753
20210903,442.816131633144
20210902,442.923639743146
20210901,441.565128171304
20210831,441.330565022209
20210830,441.985387146766
20210827,440.050241166732
20210826,436.150628813028
20210825,438.740596917619
20210824,437.82189125033
20210823,437.127975267591
20210820,433.316324094797
20210819,429.895611503829
20210818,429.231015914726
20210817,433.9809196839
20210816,436.844544795767
20210813,435.818331018477
20210812,435.026680390281
20210811,433.726809605713
20210810,432.651728505695
20210809,432.114187955685
20210806,432.466032679328
20210805,431.752569767497
20210804,429.035546623814
20210803,431.156388430214
20210802,427.677035051972
20210730,428.576193790169
20210729,430.667715202933
20210728,428.888944655629
20210727,429.06486701745
20210726,431.029333391121
20210723,429.973799220194
20210722,425.595287103754
20210721,424.705901830102
20210720,421.294962703679
20210719,415.342922795394
20210716,421.568619710957
20210715,424.901371121015
20210714,426.357617338313
20210713,425.722342142847
20210712,427.178588360145
20210709,425.653927891028
20210708,421.15813420004
20210707,424.617940649191
20210706,423.122600573711
20210702,423.894704272815
20210701,420.679234437305
20210630,418.362923339992
20210629,418.011078616349
20210628,417.7862889318
20210625,416.945770980876
20210624,415.469977834487
20210623,413.026611698081
20210622,413.525058389908
20210621,411.326028867142
20210618,405.520590927042
20210617,411.047848488731
20210616,411.184224768534
20210615,413.49288036234
20210614,414.252691064099
20210611,413.327280594008
20210610,412.645399194993
20210609,410.736131277753
20210608,411.349824536866
20210607,411.262154071278
20210604,411.661541747844
20210603,407.930676378951
20210602,409.450297782469
20210601,408.807381034827
20210528,409.16780406002
20210527,408.43721684679
20210526,408.222911264243
20210525,407.414394748269
20210524,408.320322892673
20210521,404.199811010058
20210520,404.531010546722
20210519,400.225416570088
20210518,401.277462157139
20210517,404.764798454955
20210514,405.79736171632
20210513,399.66042912519
20210512,394.916482820619
20210511,403.488706122514
20210510,407.122159862977
20210507,411.193965931377
20210506,408.222911264243
20210505,404.988845200346
20210504,404.862210083386
20210503,407.375430096896
20210430,406.498725441021
20210429,409.187286385706
20210428,406.596137069451
20210427,406.713031023568
20210426,406.800701489156
20210423,405.953220321809
20210422,401.59892053096
20210421,405.300562411324
20210420,401.501508902529
20210419,404.46282240682
20210416,406.459760789648
20210415,405.105739154463
20210414,400.800145177829
20210413,402.173649138701
20210412,400.985227271847
20210409,400.839109829201
20210408,397.945984464811
20210407,396.0659400361
20210406,395.608105382476
20210405,395.84189329071
20210401,390.240724655948
20210331,386.071506959117
20210330,384.512920904227
20210329,385.535743002749
20210326,385.73056625961
20210325,379.613115994167
20210324,377.489542494379
20210323,379.418292737305
20210322,382.428312055812
20210319,379.398810411619
20210318,380.10002835808
20210317,385.71200895456
20210316,384.401252240849
20210315,384.886717690371
20210312,382.605030077616
20210311,382.090436701122
20210310,378.255259649895
20210309,375.915316183197
20210308,370.623742783402
20210305,372.478220800578
20210304,365.749669670197
20210303,370.332463513689
20210302,375.303629716799
20210301,378.255259649895
20210226,369.303276760701
20210225,371.21601063182
20210224,380.381598318803
20210223,376.235723379882
20210222,375.779385857331
20210219,378.692178554465
20210218,379.362120874806
20210217,380.983575476211
20210216,380.896191695297
20210212,381.226308200972
20210211,379.352411565816
20210210,378.740725099417
20210209,378.905783352255
20210208,379.158225386007
20210205,376.439618868681
20210204,374.963803902133
20210203,370.749963800278
20210202,370.458684530565
20210201,365.293332147646
20210129,359.31239780953
20210128,366.652635406309
20210127,363.526237911385
20210126,372.633569744425
20210125,373.216128283852
20210122,371.750022626294
20210121,373.070488648995
20210120,372.73066283433
20210119,367.642984923335
20210115,364.778738771152
20210114,367.458508052516
20210113,368.749846148246
20210112,367.75949663122
20210111,367.681822159297
20210108,370.177114569842
20210107,368.079903827905
20210106,362.691237338206
20210105,360.535770742326
20210104,358.069606258752
20201231,363.011644534891
20201230,361.176585135696
20201229,360.661991759202
20201228,361.351352697524
20201224,358.273501747552
20201223,356.885070561918
20201222,356.564663365233
20201221,357.166640522641
20201218,358.44826930938
20201217,359.879123335105
20201216,357.877861285611
20201215,357.317121194449
20201214,352.550830419567
20201211,354.136371366992
20201210,354.552092469061
20201209,354.668107660336
20201208,357.877861285611
20201207,356.833724564136
20201204,357.568487442211
20201203,354.513420738636
20201202,354.610100064698
20201201,353.865669254017
20201130,350.037167941941
20201127,351.593705091548
20201125,350.617243898316
20201124,351.158648124266
20201123,345.589918943065
20201120,343.530649297934
20201119,345.899292786465
20201118,344.449102895528
20201117,348.644985646641
20201116,350.53023250486
20201113,346.208666629866
20201112,341.481047585409
20201111,344.826152267172
20201110,342.283485991728
20201109,342.786218487253
20201106,338.532328140502
20201105,338.609671601352
20201104,332.132156755163
20201103,324.871539367869
20201102,319.235134658424
20201030,315.696671324536
20201029,319.022440141086
20201028,315.812686515811
20201027,326.988816608638
20201026,328.119964723569
20201023,334.297773658964
20201022,333.166625544032
20201021,331.349054214057
20201020,331.977469833463
20201019,330.652963066407
20201016,335.757631482508
20201015,335.960658067239
20201014,336.376379169308
20201013,338.503324342683
20201012,340.726948842121
20201009,335.332242447833
20201008,332.364187137713
20201007,329.444471490626
20201006,323.808066781181
20201005,328.47767823
20201002,322.754262127099
20201001,325.8480005611
20200930,323.769395050756
20200929,321.333076033981
20200928,323.092639768318
20200925,317.813948565305
20200924,312.757619812235
20200923,311.926177608098
20200922,319.331813984486
20200921,316.112392426605
20200918,319.670191625705
20200917,323.378077945014
20200916,326.247499908676
20200915,327.547405831811
20200914,325.900858329173
20200911,321.664127913029
20200910,321.500436056041
20200909,327.181506386781
20200908,320.845668628092
20200904,329.858349695163
20200903,332.573708734601
20200902,344.426924967043
20200901,339.51616925742
20200831,336.348250378076
20200828,337.571124839099
20200827,335.404614967207
20200826,334.672816077146
20200825,331.350834273578
20200824,330.195362341902
20200821,326.883009471098
20200820,325.727537539422
20200819,324.716499599206
20200818,326.074179118925
20200817,325.371267027155
20200814,324.340971221411
20200813,324.331342288647
20200812,324.918707187249
20200811,320.450882384769
20200810,323.118096760387
20200807,322.155203483991
20200806,321.924109097656
20200805,319.786486024055
20200804,317.812554807442
20200803,316.589680346419
20200731,314.403912608999
20200730,311.938905821423
20200729,313.055862022044
20200728,309.252433580277
20200727,311.22636479689
20200724,308.973194530122
20200723,310.976012545027
20200722,314.731296322973
20200721,312.94994376164
20200720,312.285547400926
20200717,309.782024882295
20200716,308.886534135247
20200715,309.907201008227
20200714,307.085923708385
20200713,303.157319140687
20200710,305.805275650778
20200709,302.714388233545
20200708,304.447596131058
20200707,302.136652267707
20200706,305.285313281523
20200702,300.644167689292
20200701,298.997620186654
20200630,296.917770709637
20200629,293.162486931691
20200626,288.916127582782
20200625,295.945248500477
20200624,292.806216419424
20200623,300.470846899541
20200622,299.093909514294
20200619,297.187380827029
20200618,298.887793344016
20200617,298.772755383912
20200616,300.018999951707
20200615,294.353380416576
20200612,291.630815360777
20200611,288.179676557652
20200610,305.809243943617
20200609,307.525226848505
20200608,309.835572547264
20200605,306.135184830579
20200604,298.485160483651
20200603,299.27125321103
20200602,295.340789574137
20200601,292.915405915274
20200529,291.736266824206
20200528,290.442089773034
20200527,290.978933586853
20200526,286.712942566323
20200522,283.223457776496
20200521,282.686613962677
20200520,284.651845781123
20200519,279.89694343015
20200518,282.801651922781
20200515,274.442226821877
20200514,273.186395757407
20200513,269.955746377814
20200512,274.816100192216
20200511,280.405027753944
20200508,280.347508773892
20200507,275.784336356426
20200506,272.496167996781
20200505,274.355948351799
20200504,271.844286222858
20200501,271.096539482181
20200430,278.468555425524
20200429,281.085669017894
20200428,273.914969504733
20200427,275.180387065879
20200424,271.269096422337
20200423,267.539949215626
20200422,267.559122208977
20200421,261.749705223716
20200420,269.946159881139
20200417,274.78734070219
20200416,267.559122208977
20200415,266.27453165448
20200414,272.055189149715
20200413,264.261367352657
20200409,266.696337508196
20200408,262.698768394575
20200407,254.166786353515
20200406,253.907950943281
20200403,237.927260985475
20200402,241.416745775302
20200401,235.971615663704
20200331,247.091951807108
20200330,250.830685510494
20200327,242.940998746682
20200326,250.399293160103
20200325,236.585151450926
20200324,233.095666661099
20200323,213.730943376895
20200320,219.339043931974
20200319,229.157078939519
20200318,228.671152739946
20200317,240.866947552744
20200316,228.528233269484
20200313,256.60714523301
20200312,236.398332109617
20200311,261.409239440549
20200310,274.805557805231
20200309,261.285375899481
20200306,283.418837891769
20200305,288.182820240517
20200304,298.091903525915
20200303,286.067612077673
20200302,294.499860834958
20200228,282.275482128069
20200227,283.466477715256
20200226,296.796100327055
20200225,297.891816267268
20200224,307.200637776723
20200221,317.738566732156
20200220,321.044770482187
20200219,322.369157575139
20200218,320.835155258842
20200214,321.664088187525
20200213,321.14957809386
20200212,321.49258482297
20200211,319.43454444831
20200210,318.881922495855
20200207,316.518987250876
20200206,318.21496496703
20200205,317.147832920911
20200204,313.527206335861
20200203,308.820391775298
20200131,306.543208212596
20200130,312.212347207607
20200129,311.202382949672
20200128,311.459637996504
20200127,308.229657964053
20200124,313.250895359634
20200123,316.061644945396
20200122,315.699582286891
20200121,315.661470428101
20200117,316.280788133438
20200116,315.299407769596
20200115,312.698273407179
20200114,311.993204019564
20200113,312.469602254439
20200110,310.3353381622
20200109,311.230966843765
20200108,309.134814610315
20200107,307.496004682345
20200106,308.363049469818
20200103,307.191109812026
20200102,309.53498912761
20191231,306.667071753663
20191230,305.923890507258
20191227,307.619868223413
20191226,307.696091940993
20191224,306.066809977721
20191223,306.057282013023
20191220,305.590411742846
20191219,304.262994502883
20191218,303.020911228347
20191217,303.001948124919
20191216,302.93557726292
20191213,300.868598989264
20191212,300.688449506698
20191211,298.118948992199
20191210,297.275090889651
20191209,297.606945199642
20191206,298.545618819329
20191205,295.843376580834
20191204,295.312409684849
20191203,293.501433307471
20191202,295.483077615701
20191129,298.014651923344
20191127,299.123993473885
20191126,297.796576233922
20191125,297.123386062227
20191122,294.838332099148
20191121,294.184105030881
20191120,294.658182616581
20191119,295.758042615408
20191118,295.843376580834
20191115,295.625300891411
20191114,293.501433307471
20191113,293.07476348034
20191112,292.9799479632
20191111,292.363647101789
20191108,292.923058652916
20191107,292.20246072265
20191106,291.178453137536
20191105,291.112082275538
20191104,291.434455033815
20191101,290.26822417299
20191031,287.603908141351
20191030,288.371913830187
20191029,287.490129520783
20191028,287.575463486209
20191025,285.963599694826
20191024,284.797368834001
20191023,284.332772800014
20191022,283.507877800895
20191021,284.437069868869
20191018,282.521796422637
20191017,283.763879697173
20191016,282.929503146339
20191015,283.384617628612
20191014,280.606522976405
20191011,280.919414182967
20191010,278.037022461905
20191009,276.169156774244
20191008,273.571211604602
20191007,277.885317634481
20191004,279.089474702162
20191003,275.363224878552
20191002,273.125578674043
20191001,278.037022461905
20190930,281.384010216954
20190927,280.085037632134
20190926,281.602085906377
20190925,282.189942112646
20190924,280.530670562693
20190923,282.749353663773
20190920,282.815724525771
20190919,284.152472777215
20190918,284.171348323434
20190917,284.001468407465
20190916,283.284197651152
20190913,284.161910550324
20190912,284.350666012512
20190911,283.369137609136
20190910,281.368329709948
20190909,281.434394121713
20190906,281.292827525073
20190905,281.075758743557
20190904,277.508280508211
20190903,274.393815382116
20190830,276.00767458382
20190829,276.130365634242
20190828,272.647827356881
20190827,270.741397188786
20190826,271.807865550146
20190823,268.834967020691
20190822,275.922734625836
20190821,276.00767458382
20190820,273.780360130006
20190819,275.894421306507
20190816,272.610076264443
20190815,268.646211558503
20190814,267.9383785753
20190813,276.102052314914
20190812,271.873929961911
20190809,275.224339415741
20190808,277.111894037617
20190807,271.779552230818
20190806,271.619110087958
20190805,267.862876390425
20190802,276.168116726679
20190801,278.263302356962
20190731,280.707685592291
20190730,283.812712945277
20190729,284.511108155371
20190726,285.030185676387
20190725,283.133193281402
20190724,284.492232609153
20190723,283.16150660073
20190722,281.151260928432
20190719,280.462303491447
20190718,282.028973827604
20190717,281.000256558682
20190716,282.925562272995
20190715,283.841026264605
20190712,283.746648533512
20190711,282.481986936855
20190710,281.821342819198
20190709,280.481179037666
20190708,280.131981432619
20190705,281.679776222557
20190703,282.000660508276
20190702,279.763908281353
20190701,279.037199751931
20190628,276.526752104836
20190627,275.111086138429
20190626,274.138995508163
20190625,274.412690928335
20190624,277.130769583836
20190621,277.470529415774
20190620,277.872884393379
20190619,275.243113297923
20190618,274.623238682566
20190617,271.777450675698
20190614,271.674138239805
20190613,271.974683507857
20190612,270.857030792288
20190611,271.336024813246
20190610,271.401769090633
20190607,270.162019859918
20190606,267.485288566329
20190605,265.75715327503
20190604,263.47488764576
20190603,257.87723202829
20190531,258.534674802154
20190530,262.066081701766
20190529,261.352286690142
20190528,263.117990139948
20190524,265.588096561751
20190523,264.987006025647
20190522,268.264827855339
20190521,269.091327342482
20190520,266.686965198066
20190517,268.462060687498
20190516,270.208980058051
20190515,267.729481596622
20190514,266.170403018602
20190513,263.784824953438
20190510,270.584661643116
20190509,269.232207936882
20190508,270.049315384398
20190507,270.424996969464
20190506,275.017704346884
20190503,276.154141141706
20190502,273.477409848117
20190501,274.069108344595
20190430,276.144749102079
20190429,276.00386850768
20190426,275.571834684855
20190425,274.294517295634
20190424,274.463574008913
20190423,275.074056584644
20190422,272.622734242094
20190418,272.387933251428
20190417,271.852586992711
20190416,272.519421806201
20190415,272.340973053295
20190412,272.519421806201
20190411,270.687974079009
20190410,270.763110396022
20190409,269.842690512613
20190408,271.232712377353
20190405,271.026087505568
20190404,269.720593997466
20190403,269.006798985843
20190402,268.584157202645
20190401,268.452668647872
20190329,265.306335372952
20190328,263.643944359039
20190327,262.648388158617
20190326,264.029017983731
20190325,262.075473741392
20190322,262.272706573551
20190321,267.419544288943
20190320,264.432875687676
20190319,265.231199055939
20190318,265.165454778553
20190315,264.207466736637
20190314,262.914123005208
20190313,263.082441905979
20190312,261.352497648049
20190311,260.370637393548
20190308,256.648919476488
20190307,257.163227228846
20190306,259.33267083879
20190305,260.912998296035
20190304,261.268338197664
20190301,262.222145302036
20190228,260.595062594577
20190227,261.081317196806
20190226,261.193529797321
20190225,261.380550798178
20190222,261.025210896549
20190221,259.416830289176
20190220,260.34258424342
20190219,259.818925441019
20190215,259.370075038962
20190214,256.574111076145
20190213,257.14452512876
20190212,256.312281674945
20190211,253.058116260028
20190208,252.917850509385
20190207,252.60926585797
20190206,255.040538869115
20190205,255.377176670658
20190204,254.311156965772
20190201,252.534457457627
20190131,252.41289380707
20190130,250.215397046996
20190129,246.316009179122
20190128,246.643295930622
20190125,248.532208039281
20190124,246.446923879722
20190123,246.316009179122
20190122,245.801701426764
20190118,249.168079442196
20190117,245.895211927193
20190116,244.043704018705
20190115,243.454587866005
20190114,240.696028103359
20190111,242.173494010132
20190110,242.079983509703
20190109,241.229037955803
20190108,240.106911950659
20190107,237.872010990414
20190104,236.011152031884
20190103,228.36199309682
20190102,233.94456997241
20181231,233.701442671296
20181228,231.672264811994
20181227,231.971498413366
20181226,230.204149955264
20181224,219.132506704511
20181221,225.079774531774
20181220,229.759745460674
20181219,233.561652483914
20181218,237.112577869923
20181217,237.372855123347
20181214,242.122914998349
20181213,246.677766933281
20181212,246.761427479025
20181211,245.525110525257
20181210,245.469336828095
20181207,245.004556018408
20181206,250.832907371883
20181204,251.214027635826
20181203,259.626560291161
20181130,256.233660380446
20181129,254.681292476091
20181128,255.239029447716
20181127,249.494338639984
20181126,248.657733182548
20181123,244.707096300208
20181121,246.3524203665
20181120,245.515814909064
20181119,250.145031773546
20181116,254.448902071248
20181115,253.788913321492
20181114,251.167549554858
20181113,252.896534166893
20181112,253.370610592774
20181109,258.195035397325
20181108,260.74203423441
20181107,261.216110660291
20181106,255.740992722178
20181105,254.132851120661
20181102,252.7385086916
20181101,254.244398514986
20181031,251.567261051189
20181030,248.908714819779
20181029,245.274128888026
20181026,246.640584468506
20181025,251.056002160533
20181024,246.631288852313
20181023,254.337354676923
20181022,255.638740944047
20181019,256.79139735207
20181018,256.930831594977
20181017,260.695556153441
20181016,260.649078072473
20181015,255.071708356229
20181012,256.512528866258
20181011,252.998785945025
20181010,258.696998671787
20181009,267.156009408091
20181008,267.546425288228
20181005,267.546425288228
20181004,269.052315111614
20181003,271.171715603786
20181002,271.022985744687
20181001,271.18101121998
20180928,270.242153984412
20180927,270.214267135831
20180926,269.461322224138
20180925,270.270040832994
20180924,270.521022470225
20180921,271.422697241017
20180920,271.670141194132
20180919,269.486267860737
20180918,269.199403143214
20180917,267.746572154473
20180914,269.171642041519
20180913,269.125373538692
20180912,267.542990742037
20180911,267.478214838081
20180910,266.599113284384
20180907,266.136428256122
20180906,266.654635487775
20180905,267.45970743695
20180904,268.181496081039
20180831,268.6441811093
20180830,268.634927408735
20180829,269.726864075433
20180828,268.283286787256
20180827,268.153734979343
20180824,266.053144951035
20180823,264.461508453815
20180822,264.813149075294
20180821,264.970461984902
20180820,264.350464047032
20180817,263.785988312553
20180816,262.860618256029
20180815,260.750774527156
20180814,262.712559046985
20180813,261.046892945243
20180810,262.027785205158
20180809,263.795242013118
20180808,264.156136335162
20180807,264.267180741945
20180806,263.397332888813
20180803,262.434948030029
20180802,261.315250261635
20180801,259.899434075154
20180731,260.33435800172
20180730,259.057347323718
20180727,260.417641306808
20180726,262.194351815332
20180725,262.814349753203
20180724,260.593461617547
20180723,259.288689837849
20180720,258.807497408457
20180719,259.103615826544
20180718,260.084508086459
20180717,259.53853975311
20180716,258.492871589239
20180713,258.72421410337
20180712,258.520632690935
20180711,256.197953849061
20180710,258.085708764369
20180709,257.160338707845
20180706,254.865420967667
20180705,252.727816137098
20180703,250.682748312182
20180702,251.571103566444
20180629,251.03438893366
20180628,250.673494611616
20180627,249.24842472457
20180626,251.330507351748
20180625,250.775285317834
20180622,254.236169329231
20180621,253.77348430097
20180620,255.374374498755
20180619,254.939450572189
20180618,255.920342832104
20180615,256.447803764322
20180614,256.774287485072
20180613,256.129426862823
20180612,256.94932108254
20180611,256.617678476812
20180608,256.27682357648
20180607,255.521415418988
20180606,255.549052302799
20180605,253.43022454398
20180604,253.245978651908
20180601,252.048380353445
20180531,249.597909988898
20180530,251.136363187693
20180529,247.829149425014
20180525,250.712597635929
20180524,251.31139678516
20180523,251.82728528296
20180522,251.136363187693
20180521,251.836497577563
20180518,249.957189478437
20180517,250.583625511479
20180516,250.795508287361
20180515,249.745306702555
20180514,251.477218088025
20180511,251.357458258178
20180510,250.592837806083
20180509,248.271339565985
20180508,245.894567558266
20180507,245.894567558266
20180504,245.065461043946
20180503,241.933280878735
20180502,242.467593965741
20180501,244.107382405175
20180430,243.674404558808
20180427,245.562924952538
20180426,245.332617587449
20180425,242.863722633694
20180424,242.264923484463
20180423,245.572137247141
20180420,245.608986425556
20180419,247.709389595168
20180418,249.091233785702
20180417,248.906987893631
20180416,246.272271637012
20180413,244.263991413436
20180412,244.982550392514
20180411,242.983482463541
20180410,244.263991413436
20180409,240.440889152958
20180406,239.261715443702
20180405,244.71539384901
20180404,242.799236571469
20180403,240.229006377076
20180402,237.1889491579
20180329,242.421532492723
20180328,239.363050684341
20180327,240.072397368815
20180326,244.227142235022
20180323,237.723262244907
20180322,242.900571812109
20180321,249.128082964116
20180320,249.607122283501
20180319,249.183356731738
20180316,252.601118029659
20180315,252.328804783537
20180314,252.604072570573
20180313,253.907006762546
20180312,255.558613484766
20180309,255.879759236309
20180308,251.503001422427
20180307,250.291823159466
20180306,250.383579088478
20180305,249.750463178294
20180302,246.896853786015
20180301,245.630621965646
20180228,249.254981161628
20180227,251.805795988167
20180226,254.98972672489
20180223,252.062712589401
20180222,248.108032048976
20180221,247.786886297433
20180220,249.025591339098
20180216,250.594617725206
20180215,250.521212981996
20180214,247.364809023977
20180213,244.070771172439
20180212,243.465182040959
20180209,239.94175436689
20180208,236.390799914118
20180207,245.603095186943
20180206,246.942731750521
20180205,242.171423441887
20180202,252.741706464091
20180201,258.366344912539
20180131,258.659963885378
20180130,258.531505584761
20180129,261.210778711917
20180126,262.954141363149
20180125,259.944546891549
20180124,259.834439776734
20180123,259.935371298648
20180122,259.384835724574
20180119,257.292800543096
20180118,256.127500244641
