0,1,2,3,4,5,6
AAPL,2022-11-28,145.14,144.22,143.38,146.64,69346522.0
AAPL,2022-11-29,144.29,141.17,140.355,144.81,83736803.0
AAPL,2022-11-30,141.395,148.03,140.55,148.72,111314880.0
AAPL,2022-12-01,148.21,148.31,146.61,149.13,71250416.0
AAPL,2022-12-02,145.96,147.81,145.65,148,65438446.0
AAPL,2022-12-05,147.77,146.63,145.77,150.9199,68826442.0
AAPL,2022-12-06,147.075,142.91,141.92,147.3,64727186.0
AAPL,2022-12-07,142.19,140.94,140,143.37,69721094.0
AAPL,2022-12-08,142.36,142.65,141.1,143.52,62128338.0
AAPL,2022-12-09,142.34,142.16,140.9,145.57,76084511.0
AAPL,2022-12-12,142.7,144.49,141.06,144.5,70462654.0
AAPL,2022-12-13,149.5,145.47,144.24,149.9692,93486161.0
AAPL,2022-12-14,145.35,143.21,141.16,146.655,82211182.0
AAPL,2022-12-15,141.11,136.5,136.025,141.8,98463907.0
AAPL,2022-12-16,136.685,134.51,133.73,137.65,160063600.0
AAPL,2022-12-19,135.11,132.37,131.32,135.2,79592614.0
AAPL,2022-12-20,131.39,132.3,129.89,133.25,77430718.0
AAPL,2022-12-21,132.98,135.45,132.75,136.81,85927993.0
AAPL,2022-12-22,134.352,132.23,130.3,134.56,77696108.0
AAPL,2022-12-23,130.92,131.86,129.64,132.415,63802893.0
AAPL,2022-12-27,131.38,130.03,128.72,131.41,69007830.0
AAPL,2022-12-28,129.67,126.04,125.87,131.0275,85438391.0
AAPL,2022-12-29,127.99,129.61,127.73,130.4814,75501810.0
AAPL,2022-12-30,128.41,129.93,127.43,129.95,76204209.0
AAPL,2023-01-03,130.28,125.07,124.17,130.9,112117471.0
AAPL,2023-01-04,126.89,126.36,125.08,128.6557,89100633.0
AAPL,2023-01-05,127.13,125.02,124.76,127.77,80716808.0
AAPL,2023-01-06,126.01,129.62,124.89,130.29,87754715.0
AAPL,2023-01-09,130.465,130.15,129.89,133.41,70790813.0
AAPL,2023-01-10,130.26,130.73,128.12,131.2636,63896155.0
AAPL,2023-01-11,131.25,133.49,130.46,133.51,69458949.0
AAPL,2023-01-12,133.88,133.41,131.44,134.26,71379648.0
AAPL,2023-01-13,132.03,134.76,131.66,134.92,57809719.0
AAPL,2023-01-17,134.83,135.94,134.13,137.29,63612627.0
AAPL,2023-01-18,136.815,135.21,135.03,138.61,69672800.0
AAPL,2023-01-19,134.08,135.27,133.77,136.25,58280413.0
AAPL,2023-01-20,135.28,137.87,134.22,138.02,80200655.0
AAPL,2023-01-23,138.12,141.11,137.9,143.315,81760313.0
AAPL,2023-01-24,140.305,142.53,140.3,143.16,66435142.0
AAPL,2023-01-25,140.89,141.86,138.81,142.43,65799349.0
AAPL,2023-01-26,143.17,143.96,141.9,144.25,54105068.0
AAPL,2023-01-27,143.155,145.93,143.08,147.23,70547743.0
AAPL,2023-01-30,144.955,143,142.85,145.55,64015274.0
AAPL,2023-01-31,142.7,144.29,142.28,144.34,65874459.0
AAPL,2023-02-01,143.97,145.43,141.32,146.61,77663426.0
AAPL,2023-02-02,148.9,150.82,148.17,151.18,118338980.0
AAPL,2023-02-03,148.03,154.5,147.83,157.38,154338835.0
AAPL,2023-02-06,152.575,151.73,150.78,153.1,69771906.0
AAPL,2023-02-07,150.64,154.65,150.64,155.23,83322551.0
AAPL,2023-02-08,153.88,151.92,151.168,154.58,63620079.0
AAPL,2023-02-09,153.775,150.87,150.42,154.33,55994243.0
AAPL,2023-02-10,149.46,151.01,149.22,151.3401,57388108.0
AAPL,2023-02-13,150.952,153.85,150.92,154.26,62199013.0
AAPL,2023-02-14,152.12,153.2,150.86,153.77,61664023.0
AAPL,2023-02-15,153.11,155.33,152.88,155.5,65665252.0
AAPL,2023-02-16,153.51,153.71,153.3475,156.33,68167942.0
AAPL,2023-02-17,152.35,152.55,150.85,153,59105618.0
AAPL,2023-02-21,150.2,148.48,148.405,151.3,58217230.0
AAPL,2023-02-22,148.87,148.91,147.16,149.95,51008155.0
AAPL,2023-02-23,150.09,149.4,147.24,150.34,48392049.0
AAPL,2023-02-24,147.11,146.71,145.7202,147.19,55469606.0
AAPL,2023-02-27,147.71,147.92,147.45,149.17,44998470.0
AAPL,2023-02-28,147.05,147.41,146.83,149.08,50546998.0
AAPL,2023-03-01,146.83,145.31,145.01,147.2285,55478991.0
AAPL,2023-03-02,144.38,145.91,143.9,146.71,52279761.0
AAPL,2023-03-03,148.045,151.03,147.33,151.11,70725339.0
AAPL,2023-03-06,153.785,153.83,153.46,156.3,87558028.0
AAPL,2023-03-07,153.7,151.6,151.13,154.0299,56136378.0
AAPL,2023-03-08,152.81,152.87,151.83,153.47,47204791.0
AAPL,2023-03-09,153.559,150.59,150.225,154.535,53833122.0
AAPL,2023-03-10,150.21,148.5,147.6096,150.94,68559600.0
AAPL,2023-03-13,147.805,150.47,147.7,153.14,84457122.0
AAPL,2023-03-14,151.28,152.59,150.1,153.4,72045893.0
AAPL,2023-03-15,151.19,152.99,149.92,153.245,77167866.0
AAPL,2023-03-16,152.16,155.85,151.64,156.46,76206919.0
AAPL,2023-03-17,156.08,155,154.28,156.74,98944633.0
